,Title,Genre,Director,Actors,Query
2009,morgan,horror,luke scott, anya taylor-joy,horror luke scott  anya taylor-joy
2010,morgan,horror,luke scott, rose leslie,horror luke scott  rose leslie
2011,morgan,horror,luke scott, michael yare,horror luke scott  michael yare
2012,morgan,sci-fi,luke scott,kate mara,sci-fi luke scott kate mara
2013,morgan,sci-fi,luke scott, anya taylor-joy,sci-fi luke scott  anya taylor-joy
2014,morgan,sci-fi,luke scott, rose leslie,sci-fi luke scott  rose leslie
2015,morgan,sci-fi,luke scott, michael yare,sci-fi luke scott  michael yare
2016,morgan,thriller,luke scott,kate mara,thriller luke scott kate mara
2017,morgan,thriller,luke scott, anya taylor-joy,thriller luke scott  anya taylor-joy
2018,morgan,thriller,luke scott, rose leslie,thriller luke scott  rose leslie
2019,morgan,thriller,luke scott, michael yare,thriller luke scott  michael yare
2020,warrior,action,gavin o'connor,tom hardy,action gavin o'connor tom hardy
2021,warrior,action,gavin o'connor, nick nolte,action gavin o'connor  nick nolte
2022,warrior,action,gavin o'connor, joel edgerton,action gavin o'connor  joel edgerton
2023,warrior,action,gavin o'connor, jennifer morrison,action gavin o'connor  jennifer morrison
2024,warrior,drama,gavin o'connor,tom hardy,drama gavin o'connor tom hardy
2025,warrior,drama,gavin o'connor, nick nolte,drama gavin o'connor  nick nolte
2026,warrior,drama,gavin o'connor, joel edgerton,drama gavin o'connor  joel edgerton
2027,warrior,drama,gavin o'connor, jennifer morrison,drama gavin o'connor  jennifer morrison
2028,warrior,sport,gavin o'connor,tom hardy,sport gavin o'connor tom hardy
2029,warrior,sport,gavin o'connor, nick nolte,sport gavin o'connor  nick nolte
2030,warrior,sport,gavin o'connor, joel edgerton,sport gavin o'connor  joel edgerton
2031,warrior,sport,gavin o'connor, jennifer morrison,sport gavin o'connor  jennifer morrison
2032,captain america: the first avenger,action,joe johnston,chris evans,action joe johnston chris evans
2033,captain america: the first avenger,action,joe johnston, hugo weaving,action joe johnston  hugo weaving
2034,captain america: the first avenger,action,joe johnston, samuel l. jackson,action joe johnston  samuel l. jackson
2035,captain america: the first avenger,action,joe johnston,hayley atwell,action joe johnston hayley atwell
2036,captain america: the first avenger,adventure,joe johnston,chris evans,adventure joe johnston chris evans
2037,captain america: the first avenger,adventure,joe johnston, hugo weaving,adventure joe johnston  hugo weaving
2038,captain america: the first avenger,adventure,joe johnston, samuel l. jackson,adventure joe johnston  samuel l. jackson
2039,captain america: the first avenger,adventure,joe johnston,hayley atwell,adventure joe johnston hayley atwell
2040,captain america: the first avenger,sci-fi,joe johnston,chris evans,sci-fi joe johnston chris evans
2041,captain america: the first avenger,sci-fi,joe johnston, hugo weaving,sci-fi joe johnston  hugo weaving
2042,captain america: the first avenger,sci-fi,joe johnston, samuel l. jackson,sci-fi joe johnston  samuel l. jackson
2043,captain america: the first avenger,sci-fi,joe johnston,hayley atwell,sci-fi joe johnston hayley atwell
2044,hacker,crime,akan satayev,callan mcauliffe,crime akan satayev callan mcauliffe
2045,hacker,crime,akan satayev, lorraine nicholson,crime akan satayev  lorraine nicholson
2046,hacker,crime,akan satayev, daniel eric gold,crime akan satayev  daniel eric gold
2047,hacker,crime,akan satayev, clifton collins jr.,crime akan satayev  clifton collins jr.
2048,hacker,drama,akan satayev,callan mcauliffe,drama akan satayev callan mcauliffe
2049,hacker,drama,akan satayev, lorraine nicholson,drama akan satayev  lorraine nicholson
2050,hacker,drama,akan satayev, daniel eric gold,drama akan satayev  daniel eric gold
2051,hacker,drama,akan satayev, clifton collins jr.,drama akan satayev  clifton collins jr.
2052,hacker,thriller,akan satayev,callan mcauliffe,thriller akan satayev callan mcauliffe
2053,hacker,thriller,akan satayev, lorraine nicholson,thriller akan satayev  lorraine nicholson
2054,hacker,thriller,akan satayev, daniel eric gold,thriller akan satayev  daniel eric gold
2055,hacker,thriller,akan satayev, clifton collins jr.,thriller akan satayev  clifton collins jr.
2056,into the wild,adventure,sean penn,emile hirsch,adventure sean penn emile hirsch
2057,into the wild,adventure,sean penn, vince vaughn,adventure sean penn  vince vaughn
2058,into the wild,adventure,sean penn, catherine keener,adventure sean penn  catherine keener
2059,into the wild,adventure,sean penn, marcia gay harden,adventure sean penn  marcia gay harden
2060,into the wild,biography,sean penn,emile hirsch,biography sean penn emile hirsch
2061,into the wild,biography,sean penn, vince vaughn,biography sean penn  vince vaughn
2062,into the wild,biography,sean penn, catherine keener,biography sean penn  catherine keener
2063,into the wild,biography,sean penn, marcia gay harden,biography sean penn  marcia gay harden
2064,into the wild,drama,sean penn,emile hirsch,drama sean penn emile hirsch
2065,into the wild,drama,sean penn, vince vaughn,drama sean penn  vince vaughn
2066,into the wild,drama,sean penn, catherine keener,drama sean penn  catherine keener
2067,into the wild,drama,sean penn, marcia gay harden,drama sean penn  marcia gay harden
2068,the imitation game,biography,morten tyldum,benedict cumberbatch,biography morten tyldum benedict cumberbatch
2069,the imitation game,biography,morten tyldum, keira knightley,biography morten tyldum  keira knightley
2070,the imitation game,biography,morten tyldum, matthew goode,biography morten tyldum  matthew goode
2071,the imitation game,biography,morten tyldum, allen leech,biography morten tyldum  allen leech
2072,the imitation game,drama,morten tyldum,benedict cumberbatch,drama morten tyldum benedict cumberbatch
2073,the imitation game,drama,morten tyldum, keira knightley,drama morten tyldum  keira knightley
2074,the imitation game,drama,morten tyldum, matthew goode,drama morten tyldum  matthew goode
2075,the imitation game,drama,morten tyldum, allen leech,drama morten tyldum  allen leech
2076,the imitation game,thriller,morten tyldum,benedict cumberbatch,thriller morten tyldum benedict cumberbatch
2077,the imitation game,thriller,morten tyldum, keira knightley,thriller morten tyldum  keira knightley
2078,the imitation game,thriller,morten tyldum, matthew goode,thriller morten tyldum  matthew goode
2079,the imitation game,thriller,morten tyldum, allen leech,thriller morten tyldum  allen leech
2080,central intelligence,action,rawson marshall thurber,dwayne johnson,action rawson marshall thurber dwayne johnson
2081,central intelligence,action,rawson marshall thurber, kevin hart,action rawson marshall thurber  kevin hart
2082,central intelligence,action,rawson marshall thurber, danielle nicolet,action rawson marshall thurber  danielle nicolet
2083,central intelligence,action,rawson marshall thurber, amy ryan,action rawson marshall thurber  amy ryan
2084,central intelligence,comedy,rawson marshall thurber,dwayne johnson,comedy rawson marshall thurber dwayne johnson
2085,central intelligence,comedy,rawson marshall thurber, kevin hart,comedy rawson marshall thurber  kevin hart
2086,central intelligence,comedy,rawson marshall thurber, danielle nicolet,comedy rawson marshall thurber  danielle nicolet
2087,central intelligence,comedy,rawson marshall thurber, amy ryan,comedy rawson marshall thurber  amy ryan
2088,central intelligence,crime,rawson marshall thurber,dwayne johnson,crime rawson marshall thurber dwayne johnson
2089,central intelligence,crime,rawson marshall thurber, kevin hart,crime rawson marshall thurber  kevin hart
2090,central intelligence,crime,rawson marshall thurber, danielle nicolet,crime rawson marshall thurber  danielle nicolet
2091,central intelligence,crime,rawson marshall thurber, amy ryan,crime rawson marshall thurber  amy ryan
2092,edge of tomorrow,action,doug liman,tom cruise,action doug liman tom cruise
2093,edge of tomorrow,action,doug liman, emily blunt,action doug liman  emily blunt
2094,edge of tomorrow,action,doug liman, bill paxton,action doug liman  bill paxton
2095,edge of tomorrow,action,doug liman, brendan gleeson,action doug liman  brendan gleeson
2096,edge of tomorrow,adventure,doug liman,tom cruise,adventure doug liman tom cruise
2097,edge of tomorrow,adventure,doug liman, emily blunt,adventure doug liman  emily blunt
2098,edge of tomorrow,adventure,doug liman, bill paxton,adventure doug liman  bill paxton
2099,edge of tomorrow,adventure,doug liman, brendan gleeson,adventure doug liman  brendan gleeson
2100,edge of tomorrow,sci-fi,doug liman,tom cruise,sci-fi doug liman tom cruise
2101,edge of tomorrow,sci-fi,doug liman, emily blunt,sci-fi doug liman  emily blunt
2102,edge of tomorrow,sci-fi,doug liman, bill paxton,sci-fi doug liman  bill paxton
2103,edge of tomorrow,sci-fi,doug liman, brendan gleeson,sci-fi doug liman  brendan gleeson
2104,a cure for wellness,drama,gore verbinski,dane dehaan,drama gore verbinski dane dehaan
2105,a cure for wellness,drama,gore verbinski, jason isaacs,drama gore verbinski  jason isaacs
2106,a cure for wellness,drama,gore verbinski, mia goth,drama gore verbinski  mia goth
2107,a cure for wellness,drama,gore verbinski, ivo nandi,drama gore verbinski  ivo nandi
2108,a cure for wellness,fantasy,gore verbinski,dane dehaan,fantasy gore verbinski dane dehaan
2109,a cure for wellness,fantasy,gore verbinski, jason isaacs,fantasy gore verbinski  jason isaacs
2110,a cure for wellness,fantasy,gore verbinski, mia goth,fantasy gore verbinski  mia goth
2111,a cure for wellness,fantasy,gore verbinski, ivo nandi,fantasy gore verbinski  ivo nandi
2112,a cure for wellness,horror,gore verbinski,dane dehaan,horror gore verbinski dane dehaan
2113,a cure for wellness,horror,gore verbinski, jason isaacs,horror gore verbinski  jason isaacs
2114,a cure for wellness,horror,gore verbinski, mia goth,horror gore verbinski  mia goth
2115,a cure for wellness,horror,gore verbinski, ivo nandi,horror gore verbinski  ivo nandi
2116,snowden,biography,oliver stone,joseph gordon-levitt,biography oliver stone joseph gordon-levitt
2117,snowden,biography,oliver stone, shailene woodley,biography oliver stone  shailene woodley
2118,snowden,biography,oliver stone, melissa leo,biography oliver stone  melissa leo
2119,snowden,biography,oliver stone,zachary quinto,biography oliver stone zachary quinto
2120,snowden,drama,oliver stone,joseph gordon-levitt,drama oliver stone joseph gordon-levitt
2121,snowden,drama,oliver stone, shailene woodley,drama oliver stone  shailene woodley
2122,snowden,drama,oliver stone, melissa leo,drama oliver stone  melissa leo
2123,snowden,drama,oliver stone,zachary quinto,drama oliver stone zachary quinto
2124,snowden,thriller,oliver stone,joseph gordon-levitt,thriller oliver stone joseph gordon-levitt
2125,snowden,thriller,oliver stone, shailene woodley,thriller oliver stone  shailene woodley
2126,snowden,thriller,oliver stone, melissa leo,thriller oliver stone  melissa leo
2127,snowden,thriller,oliver stone,zachary quinto,thriller oliver stone zachary quinto
2128,iron man,action,jon favreau,robert downey jr.,action jon favreau robert downey jr.
2129,iron man,action,jon favreau, gwyneth paltrow,action jon favreau  gwyneth paltrow
2130,iron man,action,jon favreau, terrence howard,action jon favreau  terrence howard
2131,iron man,action,jon favreau, jeff bridges,action jon favreau  jeff bridges
2132,iron man,adventure,jon favreau,robert downey jr.,adventure jon favreau robert downey jr.
2133,iron man,adventure,jon favreau, gwyneth paltrow,adventure jon favreau  gwyneth paltrow
2134,iron man,adventure,jon favreau, terrence howard,adventure jon favreau  terrence howard
2135,iron man,adventure,jon favreau, jeff bridges,adventure jon favreau  jeff bridges
2136,iron man,sci-fi,jon favreau,robert downey jr.,sci-fi jon favreau robert downey jr.
2137,iron man,sci-fi,jon favreau, gwyneth paltrow,sci-fi jon favreau  gwyneth paltrow
2138,iron man,sci-fi,jon favreau, terrence howard,sci-fi jon favreau  terrence howard
2139,iron man,sci-fi,jon favreau, jeff bridges,sci-fi jon favreau  jeff bridges
2140,allegiant,action,robert schwentke,shailene woodley,action robert schwentke shailene woodley
2141,allegiant,action,robert schwentke, theo james,action robert schwentke  theo james
2142,allegiant,action,robert schwentke, jeff daniels,action robert schwentke  jeff daniels
2143,allegiant,action,robert schwentke,naomi watts,action robert schwentke naomi watts
2144,allegiant,adventure,robert schwentke,shailene woodley,adventure robert schwentke shailene woodley
2145,allegiant,adventure,robert schwentke, theo james,adventure robert schwentke  theo james
2146,allegiant,adventure,robert schwentke, jeff daniels,adventure robert schwentke  jeff daniels
2147,allegiant,adventure,robert schwentke,naomi watts,adventure robert schwentke naomi watts
2148,allegiant,mystery,robert schwentke,shailene woodley,mystery robert schwentke shailene woodley
2149,allegiant,mystery,robert schwentke, theo james,mystery robert schwentke  theo james
2150,allegiant,mystery,robert schwentke, jeff daniels,mystery robert schwentke  jeff daniels
2151,allegiant,mystery,robert schwentke,naomi watts,mystery robert schwentke naomi watts
2152,x: first class,action,matthew vaughn,james mcavoy,action matthew vaughn james mcavoy
2153,x: first class,action,matthew vaughn, michael fassbender,action matthew vaughn  michael fassbender
2154,x: first class,action,matthew vaughn, jennifer lawrence,action matthew vaughn  jennifer lawrence
2155,x: first class,action,matthew vaughn, kevin bacon,action matthew vaughn  kevin bacon
2156,x: first class,adventure,matthew vaughn,james mcavoy,adventure matthew vaughn james mcavoy
2157,x: first class,adventure,matthew vaughn, michael fassbender,adventure matthew vaughn  michael fassbender
2158,x: first class,adventure,matthew vaughn, jennifer lawrence,adventure matthew vaughn  jennifer lawrence
